input,cores,chunk_size,run1s,run1e,run2s,run2e,run3s,run3e,run4s,run4e,run5s,run5e
15000,,,,,,,,
30000,,,,,,,,
100000,,,,,,,,
15000,1,1,5.69,9.22,5.68,9.23,5.68,9.22,5.68,9.22,5.72,9.22
15000,1,10,5.68,9.02,5.67,9.02,5.68,9.01,5.68,9.02,5.68,9.02
15000,1,16,5.68,8.60,5.72,8.62,5.67,8.60,5.68,8.61,5.67,8.60
15000,1,32,5.69,8.27,5.68,8.26,5.68,8.27,5.68,8.32,5.68,8.27
15000,1,64,5.68,8.15,5.68,8.13,5.67,8.14,5.68,8.14,5.68,8.16
15000,1,128,5.67,8.10,5.67,8.13,5.68,8.08,5.67,8.09,5.68,8.08
15000,1,256,5.67,8.13,5.68,8.06,5.68,8.06,5.68,8.06,5.71,8.12
15000,1,512,5.67,8.18,5.67,8.09,5.67,8.08,5.68,8.09,5.67,8.08
15000,1,1024,5.68,8.09,5.68,8.12,5.68,8.08,5.68,8.09,5.68,8.08
15000,1,2048,5.67,8.39,5.68,8.39,5.68,8.39,5.67,8.39,5.71,8.39
15000,1,4096,5.67,8.38,5.67,8.39,5.68,8.39,5.68,8.38,5.68,8.38
15000,2,1,6.21,10.85,6.22,10.91,6.16,10.81,6.26,10.81,6.30,10.80
15000,2,10,5.59,9.20,5.46,9.26,6.32,9.20,4.50,9.20,5.49,9.21
15000,2,16,6.03,8.77,5.74,8.79,5.73,8.79,6.27,8.79,6.34,8.77
15000,2,32,5.89,8.45,6.36,8.41,6.21,8.42,6.12,8.45,5.76,8.41
15000,2,64,6.01,8.28,5.84,8.30,5.23,8.32,5.08,8.29,5.90,8.30
15000,2,128,6.13,8.24,5.92,8.25,5.84,8.25,5.93,8.25,5.03,8.27
15000,2,256,5.92,8.26,5.35,8.21,5.40,8.23,5.99,8.21,5.92,8.23
15000,2,512,5.33,8.21,5.96,8.19,5.95,8.20,5.85,8.23,5.64,8.26
15000,2,1024,5.12,8.21,5.96,8.20,6.03,8.22,5.11,8.19,4.71,8.20
15000,2,2048,5.75,9.00,5.73,8.96,4.42,8.94,4.10,8.29,4.71,8.28
15000,2,4096,6.00,8.60,6.00,8.62,6.02,8.61,5.99,8.65,6.03,8.61
15000,4,1,4.80,34.09,4.73,33.83,4.75,34.19,4.66,33.94,4.75,34.14
15000,4,10,2.30,10.25,2.11,10.53,2.46,10.22,2.37,10.16,2.28,10.19
15000,4,16,4.48,9.39,2.28,9.35,3.76,9.36,2.31,9.34,4.22,9.39
15000,4,32,2.44,8.86,2.44,8.86,4.48,8.89,2.31,8.88,2.29,8.89
15000,4,64,2.35,8.77,2.29,8.69,2.28,8.73,2.27,8.80,2.28,8.68
15000,4,128,2.41,8.68,4.58,8.64,2.45,8.63,2.38,8.63,1.84,8.64
15000,4,256,2.39,8.61,2.31,8.63,2.39,8.59,2.31,8.58,2.29,8.58
15000,4,512,2.44,8.58,2.30,8.66,2.33,8.58,2.34,8.57,2.34,8.59
15000,4,1024,2.26,8.61,2.29,8.58,2.39,8.56,2.29,8.57,2.23,8.70
15000,4,2048,2.33,8.78,2.33,9.22,2.31,8.58,2.22,9.11,2.28,8.82
15000,4,4096,2.18,9.15,2.13,9.23,2.19,9.17,2.13,9.23,2.15,9.25
15000,8,1,4.34,75.97,4.28,75.75,4.44,76.56,4.54,76.55,4.31,76.33
15000,8,10,1.09,13.38,1.09,13.55,1.09,13.35,3.78,13.46,1.08,13.59
15000,8,16,1.03,10.55,1.09,10.86,1.09,10.59,1.08,10.49,3.92,10.53
15000,8,32,1.09,9.48,2.73,9.48,1.09,9.48,1.09,9.47,1.09,9.46
15000,8,64,1.00,9.24,1.09,9.27,3.81,9.22,1.09,9.53,1.09,9.24
15000,8,128,4.10,9.50,1.08,9.16,4.05,9.18,1.08,9.22,1.08,9.50
15000,8,256,1.09,9.12,2.70,9.43,1.09,9.42,1.09,9.11,1.09,9.40
15000,8,512,1.09,9.10,1.09,9.34,1.09,9.11,1.08,9.11,1.09,9.11
15000,8,1024,1.05,9.46,1.08,9.44,1.05,9.38,1.09,9.13,1.09,9.46
15000,8,2048,1.48,9.32,1.07,9.47,1.07,9.30,1.07,9.65,1.07,9.44
15000,8,4096,1.01,10.72,1.01,10.70,1.01,10.56,1.02,10.75,1.01,10.72
15000,12,1,4.06,72.39,3.85,62.24,3.38,64.91,2.77,77.36,3.95,64.25
15000,12,10,0.61,12.94,0.59,13.30,3.85,13.54,0.58,12.58,0.59,13.29
15000,12,16,0.61,11.24,0.60,11.29,0.59,10.72,1.56,11.46,0.61,11.31
15000,12,32,0.60,10.14,0.61,10.05,0.62,9.48,3.23,10.12,0.59,10.06
15000,12,64,0.61,9.53,0.59,9.82,3.82,10.06,0.59,9.98,0.59,9.73
15000,12,128,3.36,10.14,3.30,9.84,0.62,9.23,0.59,9.92,0.60,10.02
15000,12,256,0.60,9.72,0.62,9.95,0.59,9.69,3.06,9.67,0.61,9.95
15000,12,512,0.62,9.94,2.88,9.23,0.68,9.91,0.59,9.86,0.59,9.85
15000,12,1024,0.62,10.13,0.58,9.17,0.63,9.87,0.59,9.79,0.59,9.94
15000,12,2048,0.58,9.39,0.59,9.55,0.60,9.64,0.59,9.31,0.60,9.43
15000,12,4096,0.57,10.27,0.57,9.88,0.56,10.50,0.57,10.08,0.55,10.07
15000,16,1,3.77,92.21,3.76,74.14,3.86,72.42,2.48,78.30,2.72,88.94
15000,16,10,0.47,14.28,0.48,14.36,3.71,14.24,0.45,13.88,0.46,13.59
15000,16,16,0.45,11.68,0.46,11.49,0.47,11.73,3.82,11.76,0.44,11.52
15000,16,32,0.45,10.40,0.45,10.44,0.45,10.65,0.48,10.50,3.80,10.59
15000,16,64,0.47,10.27,3.07,10.03,0.45,10.39,0.45,10.28,3.65,10.15
15000,16,128,0.46,10.16,0.47,10.02,3.53,10.30,3.22,10.23,0.44,10.35
15000,16,256,0.48,10.11,0.45,10.00,0.47,10.10,3.82,10.16,0.45,10.06
15000,16,512,0.45,10.27,3.56,10.13,0.47,10.22,0.45,10.05,0.46,10.04
15000,16,1024,0.97,10.23,2.26,10.21,0.44,9.98,0.43,10.26,0.46,10.28
15000,16,2048,2.24,9.75,0.43,10.28,0.45,9.55,0.45,9.69,0.46,9.58
15000,16,4096,0.43,10.83,0.45,10.49,0.45,10.44,0.44,9.52,0.41,10.22
15000,20,1,2.20,83.03,3.73,85.20,3.80,112.19,3.79,95.47,3.84,80.09
15000,20,10,0.36,15.48,0.38,15.39,0.39,15.26,0.39,15.49,0.38,15.92
15000,20,16,3.07,12.51,0.37,12.26,0.38,12.47,0.37,12.46,0.38,12.33
15000,20,32,0.36,11.23,0.41,11.42,3.60,11.43,0.35,11.02,3.79,11.11
15000,20,64,0.35,10.80,0.36,10.94,0.39,10.63,2.43,11.01,0.37,10.78
15000,20,128,0.38,10.79,0.38,10.92,0.38,10.69,3.66,10.82,0.38,10.57
15000,20,256,0.37,10.50,0.38,10.56,0.36,10.39,0.36,10.73,0.36,10.61
15000,20,512,0.38,10.52,3.04,10.70,0.38,10.53,2.49,10.63,0.38,10.62
15000,20,1024,2.77,10.56,0.37,10.60,2.75,10.56,2.79,10.53,2.76,10.63
15000,20,2048,0.36,9.95,0.35,9.93,0.36,10.47,0.37,10.01,0.35,10.02
15000,20,4096,0.36,10.92,0.36,10.85,0.36,11.23,0.38,11.18,0.37,11.21
15000,24,1,2.35,117.20,3.63,105.51,3.69,109.25,3.68,111.88,3.16,105.02
15000,24,10,0.33,16.46,0.31,16.25,0.32,16.06,0.31,16.14,0.31,16.30
15000,24,16,0.32,12.92,0.32,12.60,0.33,12.78,2.71,12.71,0.31,12.86
15000,24,32,0.32,11.45,0.32,11.43,0.34,11.51,0.34,11.53,0.32,11.50
15000,24,64,3.49,10.95,3.69,11.03,0.32,10.95,0.33,11.13,3.88,11.17
15000,24,128,0.32,10.93,3.62,10.89,2.15,11.01,0.33,10.87,2.66,10.77
15000,24,256,3.76,10.77,0.33,10.86,3.62,10.72,0.30,10.91,0.33,10.56
15000,24,512,0.33,10.88,0.32,10.84,3.27,10.94,0.33,10.91,0.32,10.76
15000,24,1024,0.31,10.77,0.32,10.59,0.31,10.90,0.31,10.67,2.76,10.79
15000,24,2048,0.32,10.24,0.31,10.35,2.16,10.13,0.32,10.67,0.31,10.16
15000,24,4096,0.32,11.55,0.31,11.27,0.31,11.53,0.31,11.57,0.30,11.26
15000,28,1,1.45,136.23,1.23,128.43,2.14,124.23,3.67,129.49,3.65,134.93
15000,28,10,0.29,17.73,1.90,17.83,0.28,17.61,0.28,17.73,0.29,17.63
15000,28,16,2.57,14.13,0.27,14.08,0.29,14.03,0.29,14.31,0.27,13.86
15000,28,32,0.29,11.95,0.28,12.64,0.29,12.50,0.28,12.53,0.27,12.88
15000,28,64,0.28,12.33,0.29,11.88,0.27,12.24,0.28,12.37,3.65,11.76
15000,28,128,0.30,11.72,3.61,11.64,2.72,12.20,0.28,11.34,0.28,12.41
15000,28,256,0.28,11.29,0.28,11.60,1.83,11.40,0.28,12.03,3.61,11.35
15000,28,512,0.28,11.30,3.14,11.46,3.26,11.27,0.29,11.82,0.28,11.31
15000,28,1024,0.27,11.64,0.29,11.34,0.79,11.62,0.29,11.73,1.46,11.72
15000,28,2048,0.27,10.67,0.28,10.95,0.28,11.04,0.27,11.25,0.28,11.04
15000,28,4096,0.29,11.91,0.29,12.38,0.27,11.82,0.27,11.80,0.29,11.17
15000,32,1,3.63,88.22,3.53,115.13,0.81,121.35,1.40,137.30,3.65,119.15
15000,32,10,0.25,20.18,0.26,19.65,0.25,20.58,0.24,19.64,0.25,20.33
15000,32,16,0.26,16.87,0.26,17.09,0.26,16.72,2.67,16.49,0.24,16.58
15000,32,32,3.73,15.69,0.26,15.32,0.24,15.31,2.16,14.67,0.24,13.98
15000,32,64,3.58,14.35,0.25,14.93,2.91,13.87,2.82,13.22,2.86,15.18
15000,32,128,0.25,13.87,0.24,13.29,2.26,12.70,3.66,12.84,3.24,12.66
15000,32,256,0.24,12.25,2.43,13.13,2.41,13.71,3.39,13.45,0.23,12.55
15000,32,512,0.25,12.62,3.24,12.76,0.23,13.80,0.25,12.47,0.37,13.78
15000,32,1024,0.25,13.19,0.24,13.22,0.74,12.67,0.24,13.03,0.24,12.22
15000,32,2048,0.24,12.73,0.24,13.27,0.26,13.26,0.25,12.31,0.24,13.19
15000,32,4096,0.26,13.95,0.24,14.00,0.24,13.75,0.24,14.76,0.25,13.74
15000,36,1,2.55,213.38,2.10,209.67,2.09,194.35,3.46,139.84,3.33,197.13
15000,36,10,0.27,26.36,0.24,25.29,0.29,25.67,0.26,24.52,2.26,25.21
15000,36,16,0.26,21.02,0.31,21.07,0.25,21.56,0.29,21.32,0.29,20.97
15000,36,32,3.50,19.72,0.25,18.47,3.27,18.10,0.22,18.05,3.70,19.15
15000,36,64,3.49,19.02,0.24,18.61,3.56,17.16,2.65,17.56,0.23,18.80
15000,36,128,0.23,17.89,0.24,18.70,3.65,18.50,3.72,18.46,2.00,18.63
15000,36,256,0.22,18.10,3.49,17.58,0.23,18.37,3.61,17.30,0.23,18.18
15000,36,512,0.24,16.72,0.22,17.66,2.96,18.07,3.24,17.66,0.23,17.06
15000,36,1024,0.23,18.13,2.10,17.63,2.60,16.76,0.25,17.84,2.09,17.83
15000,36,2048,0.22,17.82,0.72,18.23,0.23,17.72,0.24,18.32,0.25,17.67
15000,36,4096,0.24,18.21,0.24,19.20,0.22,18.37,0.24,19.03,0.23,18.22
15000,40,1,3.56,197.84,3.42,181.70,0.24,195.01,1.60,233.69,0.77,250.91
15000,40,10,0.23,27.32,0.22,28.30,0.21,27.60,0.21,28.46,0.21,28.26
15000,40,16,0.21,24.08,0.21,23.77,0.22,23.79,0.21,23.81,0.21,24.24
15000,40,32,0.21,22.64,0.22,22.32,0.22,22.47,2.41,22.59,0.22,22.26
15000,40,64,1.65,21.63,3.61,19.68,2.39,20.42,0.21,21.69,0.21,21.39
15000,40,128,0.21,19.16,2.31,20.61,0.21,21.03,0.22,19.21,0.21,21.07
15000,40,256,0.21,20.56,0.21,20.61,0.21,20.56,0.21,20.56,1.08,20.88
15000,40,512,0.22,20.19,3.47,20.26,0.22,19.80,3.23,20.57,0.22,18.40
15000,40,1024,0.23,19.92,0.21,20.00,0.23,19.91,0.22,20.52,1.49,19.98
15000,40,2048,0.21,20.18,0.21,20.18,0.20,18.33,0.20,17.98,0.21,20.29
15000,40,4096,0.21,21.41,0.22,20.61,0.21,21.23,0.20,21.65,0.21,19.67
15000,44,1,3.36,258.89,2.65,216.50,0.22,243.15,3.40,225.51,0.76,245.69
15000,44,10,0.20,30.17,0.21,30.64,0.20,30.57,0.21,30.45,0.21,30.61
15000,44,16,0.20,26.42,0.43,25.96,0.20,26.66,3.52,25.85,3.58,26.69
15000,44,32,0.22,23.89,0.20,23.15,2.44,24.84,0.20,24.52,3.07,24.10
15000,44,64,0.20,23.73,0.19,23.62,0.20,23.64,0.20,23.74,0.20,23.17
15000,44,128,0.20,22.65,3.53,23.10,0.20,22.88,0.52,21.83,0.20,22.70
15000,44,256,2.52,21.36,3.47,22.53,1.91,23.14,3.48,22.41,0.19,22.06
15000,44,512,0.19,22.01,0.20,21.52,1.10,22.81,2.68,22.79,0.19,20.77
15000,44,1024,1.41,21.62,0.22,22.06,0.22,21.27,0.21,22.23,0.21,22.52
15000,44,2048,0.21,21.20,0.20,21.66,0.20,22.25,0.21,22.04,0.20,22.35
15000,44,4096,0.20,24.12,0.19,24.48,0.21,23.50,0.20,23.97,0.21,22.42
15000,48,1,1.98,197.52,0.96,259.46,2.93,227.83,0.19,272.68,0.70,274.40
15000,48,10,0.20,32.81,0.19,32.68,0.19,33.41,0.18,32.68,0.21,33.03
15000,48,16,0.18,28.66,0.18,28.69,0.18,28.71,0.19,29.01,0.19,28.85
15000,48,32,0.18,26.52,0.19,26.84,3.62,27.09,0.18,26.62,0.20,26.61
15000,48,64,0.20,25.98,0.18,26.16,3.48,26.18,3.00,25.46,0.19,26.13
15000,48,128,1.22,25.44,0.17,24.94,0.20,25.17,3.02,25.03,0.18,25.41
15000,48,256,3.33,24.70,3.17,24.75,0.18,23.47,0.19,24.97,0.17,24.45
15000,48,512,3.20,24.79,0.18,24.73,3.22,23.55,0.18,24.41,0.17,25.04
15000,48,1024,0.18,24.34,0.19,24.16,0.19,23.23,0.18,24.44,2.50,24.34
15000,48,2048,0.19,24.42,0.18,24.57,0.18,26.22,0.68,24.99,0.69,25.20
15000,48,4096,0.19,26.32,0.18,25.55,0.19,25.27,0.19,25.26,0.19,25.93
15000,52,1,0.18,219.01,0.20,212.89,1.71,256.25,0.19,240.93,1.97,239.38
15000,52,10,0.17,35.21,0.20,35.25,0.18,33.83,0.18,35.71,0.18,35.43
15000,52,16,2.35,31.29,0.17,31.80,0.18,31.84,0.18,31.93,1.93,31.63
15000,52,32,0.18,29.24,3.20,29.79,0.20,28.57,3.09,29.94,3.02,28.95
15000,52,64,0.16,27.48,1.93,28.82,0.17,27.98,0.17,28.09,3.60,28.03
15000,52,128,3.33,26.95,0.16,27.23,3.45,27.08,3.51,27.31,0.18,27.15
15000,52,256,2.95,27.25,0.18,26.66,0.17,27.11,3.37,25.46,0.17,26.87
15000,52,512,2.96,27.05,2.67,27.52,0.17,25.88,0.17,25.26,0.17,26.36
15000,52,1024,1.39,25.65,0.18,25.83,0.17,24.72,0.68,26.46,0.18,27.14
15000,52,2048,0.17,25.87,0.17,24.55,0.18,26.88,0.17,26.93,0.17,27.31
15000,52,4096,0.18,27.32,0.17,26.60,0.17,28.13,0.18,28.06,0.18,26.60
15000,56,1,0.79,313.27,0.67,309.09,0.17,160.22,0.18,319.85,3.37,314.78
15000,56,10,0.17,37.87,0.18,38.00,0.17,38.46,0.18,38.59,0.18,38.04
15000,56,16,0.18,34.10,0.16,33.68,0.16,33.85,0.18,33.82,0.17,34.26
15000,56,32,3.25,31.75,3.29,31.89,3.39,31.71,0.16,32.49,1.63,32.62
15000,56,64,0.17,30.74,0.17,30.39,0.16,30.08,3.47,30.84,3.47,30.38
15000,56,128,3.38,30.13,0.16,30.05,1.46,29.74,0.16,29.25,0.16,30.10
15000,56,256,0.17,29.41,3.20,28.27,0.16,28.89,1.72,30.08,3.32,28.87
15000,56,512,0.17,29.57,1.38,28.45,2.92,30.20,0.16,28.66,1.71,29.30
15000,56,1024,0.16,29.39,0.16,28.84,2.67,29.05,1.37,28.52,1.39,26.84
15000,56,2048,0.16,28.84,0.17,30.27,0.16,27.59,0.17,29.91,0.17,29.54
15000,56,4096,0.17,29.91,0.16,29.83,0.16,29.50,0.17,29.94,0.17,31.06
15000,60,1,0.16,311.90,2.81,256.06,0.17,247.90,0.63,271.79,0.16,255.34
15000,60,10,0.16,39.81,0.17,39.72,0.17,39.63,0.18,40.59,0.16,40.09
15000,60,16,0.16,34.59,0.16,36.57,0.18,36.52,0.18,36.75,0.17,36.99
15000,60,32,0.15,33.35,0.16,32.74,0.16,32.90,0.15,32.02,0.15,32.87
15000,60,64,0.15,32.35,2.61,31.34,2.09,31.70,3.41,31.66,0.16,32.96
15000,60,128,0.16,30.66,0.68,31.06,3.38,32.30,3.51,30.78,0.15,31.45
15000,60,256,1.88,32.34,3.32,31.22,3.35,31.64,3.45,31.40,3.33,32.63
15000,60,512,1.38,31.61,3.21,30.66,3.20,30.96,2.95,32.21,2.94,31.81
15000,60,1024,1.39,31.68,0.16,29.48,0.66,31.22,0.16,32.16,0.17,30.70
15000,60,2048,0.16,32.24,0.17,31.94,0.16,30.69,0.16,32.69,0.16,33.25
15000,60,4096,0.15,31.09,0.17,32.28,0.16,33.62,0.16,34.60,0.16,31.33
15000,64,1,0.16,203.07,0.16,208.82,2.48,204.58,0.15,204.18,0.15,351.84
15000,64,10,0.15,42.37,0.16,43.35,0.17,43.64,0.15,43.82,0.15,43.17
15000,64,16,0.16,39.27,0.17,38.89,0.15,39.22,0.14,38.93,0.15,39.64
15000,64,32,0.15,35.94,0.14,35.99,0.16,36.57,2.86,35.58,0.14,36.27
15000,64,64,3.31,35.69,0.15,34.34,3.23,34.58,0.13,35.86,3.21,34.34
15000,64,128,3.42,34.78,0.15,33.68,0.15,33.06,2.64,33.67,3.32,32.11
15000,64,256,3.33,33.27,0.14,32.50,0.14,35.02,0.15,32.79,0.13,33.97
15000,64,512,0.16,35.39,3.20,33.38,0.15,34.21,0.15,32.86,0.15,33.86
15000,64,1024,0.14,33.79,0.15,34.58,0.15,34.72,0.15,33.70,0.14,34.71
15000,64,2048,0.15,35.19,0.15,34.43,0.15,34.92,0.13,36.22,0.15,36.23
15000,64,4096,0.14,36.83,0.15,36.06,0.14,37.54,0.15,35.83,0.14,34.14
30000,1,1,24.03,41.72,24.03,41.45,24.03,41.79,24.03,41.70,24.09,41.52
30000,1,10,24.01,39.42,24.02,39.32,24.02,39.38,24.01,39.37,24.02,39.13
30000,1,16,24.02,37.34,24.02,37.32,24.03,37.28,24.02,37.36,24.02,37.12
30000,1,32,24.05,35.73,24.02,35.47,24.06,35.72,24.01,35.79,24.06,35.74
30000,1,64,24.02,35.05,24.06,35.02,24.01,35.06,24.07,34.91,24.02,35.16
30000,1,128,24.06,34.90,24.01,34.89,24.06,34.89,24.01,34.79,24.12,34.91
