input,cores,chunk_size,run1s1,run1s2,run1e1,run1e2,run2s1,run2s2,run2e1,run2e2,run3s1,run3s2,run3e1,run3e2,run4s1,run4s2,run4e1,run4e2,run5s1,run5s2,run5e1,run5e2
15000,40,1,0.223240,0.217287,5.127895,5.127174,0.225342,0.216567,5.127161,5.137780,0.231436,0.252233,5.127999,5.127561,0.234956,0.215417,5.127297,5.127681,0.245632,0.228784,5.127743,5.134012
15000,40,10,0.227297,0.238323,5.127363,5.127499,0.232493,0.225023,5.128160,5.132928,0.229099,0.224632,5.127853,5.128046,0.246865,0.241883,5.127679,5.127327,0.232473,0.217606,5.127822,5.127510
15000,40,16,0.212000,0.227570,5.134433,5.128464,0.230633,0.232636,5.136214,5.127688,0.235081,0.230238,5.127495,5.127607,0.244787,0.219635,5.133627,5.139256,0.237534,0.226479,5.127411,5.128940
15000,40,32,0.243040,0.227264,5.131858,5.127305,0.232498,0.231238,5.127618,5.128429,0.241653,0.228397,5.127725,5.127620,0.301535,0.243362,5.126987,5.127833,0.233874,0.228248,5.138300,5.127216
15000,40,64,0.241454,0.262692,5.127238,5.172071,0.241898,0.269087,5.127136,5.127846,0.248394,0.249781,5.127473,5.127306,0.245301,0.245924,5.128768,5.131322,0.261219,0.243007,5.128196,5.129246
15000,40,128,0.287678,0.293306,5.127877,5.127470,0.290230,0.329330,5.127682,5.132729,0.268021,0.283317,5.127789,5.168102,0.251969,0.277499,5.127556,5.133087,0.281562,0.277023,5.127549,5.129987
15000,40,256,0.365478,0.357020,5.128553,5.132580,0.347105,0.337626,5.127515,5.127704,0.353890,0.383653,5.129248,5.127405,0.376512,0.361908,5.128128,5.127846,0.392389,0.348117,5.127735,5.127504
15000,40,512,0.543392,0.522819,5.127785,5.128484,0.514516,0.531327,5.129117,5.127664,0.524313,0.572453,5.128034,5.127831,0.521311,0.502764,5.128703,5.127121,0.512179,0.526548,5.128287,5.127771
15000,40,1024,0.901365,0.952439,5.127730,5.127527,0.911647,0.958264,5.128132,5.127539,0.994247,0.929750,5.127486,5.127869,0.960819,0.841315,5.128263,5.127559,0.879052,0.964437,5.127715,5.141818
15000,40,2048,1.715003,1.598390,5.127899,5.127609,1.683839,1.582130,5.127469,5.127804,1.583109,1.599005,5.127596,5.127881,1.590993,1.703593,5.127344,5.127997,1.637529,1.766035,5.127766,5.128083
15000,40,4096,2.361412,2.495454,5.127422,5.133124,2.448084,2.363164,5.127885,5.146823,2.397206,2.405054,5.127553,5.127331,2.511494,2.468237,5.127583,5.127271,2.433675,2.473363,5.127633,5.127892
15000,44,1,0.214122,0.211247,5.129292,5.134346,0.215275,0.206677,5.129785,5.129277,0.218971,0.217113,5.128811,5.129991,0.200777,0.208779,5.129381,5.128911,0.203260,0.200396,5.128187,5.141435
15000,44,10,0.214030,0.217489,5.133283,5.128617,0.210539,0.212074,5.128926,5.129517,0.216771,0.212058,5.133149,5.128741,0.223248,0.210256,5.128785,5.129060,0.218287,0.210394,5.129212,5.129352
15000,44,16,0.210445,0.208131,5.129122,5.129131,0.206541,0.201392,5.129486,5.128740,0.196606,0.211297,5.128322,5.129305,0.199543,0.216050,5.133967,5.128702,0.202413,0.209613,5.129507,5.129866
15000,44,32,0.215052,0.210785,5.129494,5.128748,0.218921,0.232569,5.129433,5.129416,0.214097,0.231276,5.129430,5.129712,0.221519,0.209664,5.128998,5.129290,0.213654,0.223403,5.128981,5.127427
15000,44,64,0.227372,0.238285,5.130105,5.135268,0.227986,0.234670,5.129074,5.128851,0.243900,0.228769,5.136598,5.134023,0.230102,0.231485,5.130837,5.128788,0.231189,0.234972,5.128173,5.128894
15000,44,128,0.238622,0.263942,5.128998,5.128064,0.255326,0.274155,5.128934,5.128402,0.247470,0.265803,5.135058,5.128512,0.255805,0.265664,5.128199,5.129294,0.237873,0.262667,5.134649,5.128989
15000,44,256,0.330538,0.347024,5.131662,5.146963,0.333356,0.317778,5.129001,5.128492,0.334769,0.334890,5.128916,5.128556,0.335432,0.344969,5.129138,5.129401,0.333540,0.335097,5.129036,5.128470
15000,44,512,0.514234,0.513439,5.128908,5.128985,0.526126,0.525126,5.130455,5.128844,0.520579,0.529753,5.129033,5.128557,0.534375,0.508643,5.129294,5.128687,0.526035,0.517022,5.139998,5.128596
15000,44,1024,0.926807,0.923419,5.129432,5.129069,0.943059,0.931493,5.128946,5.128360,0.957220,0.828077,5.129101,5.130185,0.900994,0.943183,5.129426,5.128978,0.850168,0.919189,5.129140,5.128668
15000,44,2048,1.659977,1.585359,5.129122,5.128806,1.624473,1.592165,5.128988,5.128425,1.567171,1.693002,5.129201,5.129337,1.716171,1.561111,5.128499,5.128726,1.624258,1.586298,5.128856,5.129318
15000,44,4096,2.423618,2.375119,5.128889,5.130574,2.464119,2.472295,5.129039,5.129012,2.404118,2.379171,5.129165,5.128425,2.372932,2.421409,5.129426,5.128640,2.386496,2.375819,5.129748,5.129423
15000,48,1,0.185198,0.190197,5.128744,5.129490,0.192529,0.194250,5.132534,5.129114,0.189115,0.196588,5.129020,5.130470,0.196785,0.188967,5.222575,5.128169,0.199916,0.187115,5.128917,5.129677
15000,48,10,0.190170,0.198233,5.129547,5.128473,0.189677,0.192670,5.129003,5.129901,0.185664,0.192764,5.130820,5.138597,0.201328,0.189629,5.128643,5.130352,0.208756,0.184512,5.130429,5.128322
15000,48,16,0.200454,0.189589,5.128976,5.134335,0.187869,0.204066,5.128970,5.128789,0.190540,0.193409,5.128010,5.133866,0.211937,0.203548,5.129615,5.128811,0.188838,0.197181,5.129913,5.129485
15000,48,32,0.214168,0.199056,5.129159,5.129823,0.206923,0.209083,5.128845,5.137007,0.198611,0.202892,5.135884,5.128887,0.213388,0.203531,5.128294,5.129996,0.212014,0.203920,5.131603,5.128554
15000,48,64,0.216112,0.211580,5.129566,5.132013,0.223772,0.214963,5.129487,5.129237,0.218247,0.217700,5.128731,5.129705,0.217906,0.215956,5.129471,5.128345,0.220896,0.211915,5.129125,5.127426
15000,48,128,0.251764,0.256300,5.141915,5.129638,0.237631,0.250704,5.128675,5.129589,0.240969,0.249725,5.129365,5.128456,0.238530,0.251074,5.161686,5.129511,0.230850,0.245329,5.129575,5.128912
15000,48,256,0.314373,0.315898,5.134834,5.129704,0.326641,0.309719,5.128923,5.127895,0.318143,0.301110,5.129167,5.128746,0.314279,0.299671,5.128941,5.129988,0.301155,0.303588,5.127611,5.135110
15000,48,512,0.517209,0.532542,5.128564,5.129365,0.531072,0.521317,5.128611,5.134315,0.529571,0.541116,5.129093,5.129764,0.520017,0.542365,5.129200,5.134029,0.539611,0.544948,5.128883,5.129310
15000,48,1024,0.937382,0.905419,5.129440,5.129126,0.971368,0.854179,5.128765,5.129143,0.940669,0.956951,5.138569,5.130052,0.883483,0.951770,5.128456,5.129637,0.957487,0.956488,5.128462,5.129735
15000,48,2048,1.615402,1.699374,5.128439,5.129066,1.712057,1.609053,5.128791,5.135600,1.583088,1.642591,5.128488,5.129523,1.703780,1.691781,5.128779,5.129339,1.613283,1.606806,5.128798,5.147007
15000,48,4096,2.401507,2.416819,5.129073,5.129770,2.386426,2.371837,5.129100,5.129296,2.355667,2.374273,5.128682,5.129528,2.351185,2.490580,5.128161,5.134566,2.380867,2.354564,5.128914,5.129495
15000,52,1,0.181568,0.177590,5.129121,5.129114,0.183076,0.179195,5.127879,5.128919,0.191689,0.172644,5.137095,5.129207,0.178923,0.166344,5.128780,5.129039,0.178865,0.170946,5.130870,5.129677
15000,52,10,0.179706,0.186362,5.129364,5.128063,0.196459,0.175614,5.129254,5.128582,0.176986,0.179640,5.128568,5.129541,0.186427,0.177427,5.130086,5.128582,0.185317,0.178088,5.130205,5.129652
15000,52,16,0.179863,0.174514,5.129454,5.144860,0.174709,0.185500,5.128802,5.136551,0.185050,0.175820,5.130575,5.128381,0.186058,0.177726,5.128917,5.133686,0.172976,0.173534,5.129524,5.129056
15000,52,32,0.201131,0.186163,5.128412,5.130742,0.186515,0.186233,5.128748,5.128474,0.197596,0.187341,5.129520,5.129258,0.197656,0.185313,5.133944,5.128703,0.190266,0.179346,5.129207,5.137003
15000,52,64,0.209837,0.208312,5.133332,5.128915,0.208275,0.206285,5.128667,5.129181,0.207225,0.203780,5.129065,5.128921,0.205482,0.216462,5.129280,5.129358,0.205790,0.202995,5.129471,5.128634
15000,52,128,0.240849,0.234955,5.128497,5.129261,0.234608,0.236957,5.130798,5.128874,0.234105,0.230231,5.128854,5.129328,0.232679,0.243842,5.140206,5.128658,0.235034,0.237266,5.129393,5.129505
15000,52,256,0.310427,0.295644,5.129010,5.129737,0.310305,0.304493,5.128903,5.129311,0.302376,0.295356,5.129243,5.129148,0.305022,0.300617,5.128651,5.129544,0.303343,0.294904,5.129440,5.128093
15000,52,512,0.503227,0.520893,5.131218,5.129157,0.529282,0.516239,5.129384,5.129330,0.527852,0.507754,5.130401,5.128378,0.506612,0.503168,5.129595,5.128447,0.522873,0.536482,5.129351,5.128398
15000,52,1024,0.866979,0.953524,5.129528,5.128036,0.892787,0.889048,5.129021,5.128826,0.868783,0.941475,5.128928,5.128965,0.995639,0.957482,5.129089,5.128761,0.900389,0.895836,5.129425,5.128716
15000,52,2048,1.629430,1.590039,5.135676,5.129176,1.597074,1.567545,5.128991,5.128131,1.706088,1.558580,5.128882,5.129192,1.595556,1.653726,5.129186,5.128396,1.743530,1.604757,5.129392,5.128188
15000,52,4096,2.372809,2.372640,5.128999,5.128553,2.359298,2.402694,5.131256,5.129506,2.409290,2.343020,5.129302,5.130786,2.472871,2.609343,5.129334,5.128429,2.474359,2.410066,5.129611,5.128520
15000,56,1,0.162023,0.175077,5.128694,5.129979,0.174306,0.157831,5.129307,5.132024,0.156297,0.160673,5.129076,5.129032,0.177103,0.159107,5.129716,5.130673,0.167766,0.165891,5.128753,5.129353
15000,56,10,0.174142,0.169207,5.151279,5.128307,0.175458,0.160993,5.129624,5.129638,0.171487,0.165889,5.129275,5.128135,0.177144,0.173699,5.129071,5.128630,0.181646,0.167007,5.129366,5.129923
15000,56,16,0.169411,0.169235,5.129084,5.129057,0.160649,0.180700,5.129351,5.129903,0.172051,0.167598,5.129085,5.130174,0.172653,0.162373,5.130037,5.129678,0.170665,0.173760,5.139177,5.129910
15000,56,32,0.164960,0.176682,5.130162,5.128920,0.184446,0.179169,5.129563,5.130414,0.165970,0.175504,5.129468,5.129573,0.188716,0.175631,5.128270,5.129369,0.180104,0.183654,5.129565,5.129071
15000,56,64,0.200793,0.189358,5.128886,5.128948,0.200121,0.196070,5.129339,5.128911,0.205082,0.194502,5.129024,5.128969,0.200043,0.201514,5.129390,5.130032,0.194894,0.189058,5.128412,5.129228
15000,56,128,0.226954,0.219596,5.129257,5.128516,0.230141,0.228665,5.127809,5.129080,0.227470,0.225123,5.129377,5.128260,0.218266,0.222759,5.129210,5.129199,0.217797,0.218722,5.129048,5.128335
15000,56,256,0.284776,0.289311,5.129376,5.128911,0.292205,0.281508,5.129140,5.134618,0.274076,0.281643,5.134406,5.128838,0.277449,0.281766,5.129341,5.128702,0.290483,0.288821,5.129098,5.129302
15000,56,512,0.509200,0.501650,5.129361,5.128856,0.503006,0.504121,5.129391,5.129138,0.511608,0.509907,5.130266,5.128550,0.516186,0.500031,5.130002,5.128801,0.530477,0.499454,5.129407,5.128409
15000,56,1024,0.854816,0.897670,5.148432,5.128331,0.906487,0.881290,5.129495,5.128841,0.975922,0.846197,5.129563,5.128417,0.889948,0.834004,5.129011,5.128385,0.887423,0.837178,5.129441,5.128727
15000,56,2048,1.610147,1.571519,5.129022,5.128741,1.565867,1.606245,5.128881,5.129139,1.585208,1.603416,5.130276,5.129154,1.602797,1.596024,5.134518,5.128944,1.583801,1.602827,5.129369,5.128631
15000,56,4096,2.361433,2.358295,5.134069,5.128525,2.414853,2.397109,5.129149,5.129095,2.389175,2.379549,5.129494,5.129315,2.387845,2.378591,5.129963,5.131331,2.350013,2.359448,5.130960,5.142609
15000,60,1,0.155169,0.157369,5.129785,5.128800,0.179977,0.161258,5.129542,5.129519,0.159463,0.161801,5.129566,5.134219,0.180655,0.152162,5.129184,5.129562,0.148786,0.160960,5.129260,5.129168
15000,60,10,0.170513,0.163185,5.129126,5.129505,0.174166,0.159036,5.128364,5.129108,0.163694,0.156754,5.133161,5.128718,0.170707,0.158659,5.215496,5.138658,0.166683,0.158700,5.134216,5.128582
15000,60,16,0.169292,0.158705,5.128716,5.130525,0.160005,0.157554,5.128896,5.129084,0.176428,0.169641,5.129033,5.128714,0.182621,0.161448,5.129041,5.128465,0.159360,0.156295,5.128591,5.130139
15000,60,32,0.155297,0.173617,5.128957,5.128944,0.177199,0.168601,5.129596,5.129032,0.176485,0.161613,5.129059,5.130829,0.180063,0.173647,5.129429,5.128845,0.174395,0.182103,5.129270,5.129466
15000,60,64,0.191249,0.194008,5.130099,5.129670,0.189140,0.196173,5.129426,5.129057,0.197214,0.188383,5.128692,5.135061,0.196404,0.198511,5.129666,5.128513,0.192867,0.176685,5.128836,5.133829
15000,60,128,0.219453,0.222010,5.128906,5.129025,0.228636,0.229252,5.133239,5.129226,0.213112,0.221572,5.129763,5.129008,0.229683,0.220444,5.128665,5.129739,0.212546,0.219284,5.135175,5.128674
15000,60,256,0.295090,0.318360,5.129487,5.128581,0.289065,0.290263,5.132722,5.130048,0.281530,0.282445,5.128888,5.129221,0.291382,0.299524,5.128986,5.129766,0.273910,0.277670,5.129128,5.128989
15000,60,512,0.492890,0.526825,5.128851,5.129485,0.513231,0.498714,5.130769,5.128812,0.488443,0.521613,5.130318,5.128248,0.508357,0.521580,5.129846,5.128742,0.526074,0.504996,5.129239,5.128905
15000,60,1024,0.840203,0.840312,5.131370,5.128678,0.845514,0.854135,5.129263,5.129220,0.900256,0.908858,5.128790,5.128538,0.870599,0.861373,5.137643,5.128741,0.850955,0.866084,5.129202,5.129235
15000,60,2048,1.608116,1.617007,5.128899,5.128776,1.592141,1.598548,5.129039,5.129719,1.640890,1.674667,5.129252,5.129466,1.606797,1.633172,5.129663,5.128556,1.563985,1.562958,5.134049,5.129155
15000,60,4096,2.358559,2.421928,5.128995,5.142663,2.344806,2.379765,5.129112,5.128179,2.462691,2.408398,5.129478,5.129595,2.347467,2.384424,5.128950,5.128623,2.353882,2.419165,5.134417,5.130360
15000,64,1,0.150367,0.140389,5.129525,5.129083,0.153632,0.137273,5.129419,5.129681,0.138074,0.142258,5.129139,5.129102,0.135608,0.141189,5.146055,5.128864,0.142917,0.138794,5.128834,5.129235
15000,64,10,0.145375,0.148911,5.130555,5.128574,0.154067,0.148668,5.128281,5.128742,0.140424,0.146718,5.129449,5.128668,0.142493,0.145374,5.127976,5.130076,0.153411,0.148275,5.130162,5.129024
15000,64,16,0.149301,0.154045,5.129198,5.135691,0.163977,0.150825,5.130195,5.128866,0.143411,0.151407,5.134299,5.136738,0.152248,0.153097,5.129283,5.128892,0.155239,0.151038,5.128737,5.128942
15000,64,32,0.148636,0.158315,5.128900,5.129041,0.152106,0.156678,5.129337,5.130285,0.150713,0.154646,5.134750,5.128717,0.155282,0.163780,5.129156,5.129316,0.149249,0.158112,5.134096,5.129556
15000,64,64,0.179113,0.178947,5.128866,5.128969,0.191538,0.171148,5.129063,5.129071,0.181114,0.179344,5.129172,5.130396,0.183005,0.174570,5.129386,5.128585,0.179007,0.175270,5.128537,5.129281
15000,64,128,0.217695,0.207369,5.129911,5.128773,0.214488,0.203480,5.128668,5.129518,0.226543,0.212268,5.129568,5.128652,0.223081,0.212864,5.128988,5.128181,0.209486,0.210390,5.129200,5.138726
15000,64,256,0.283411,0.277487,5.133110,5.129602,0.277807,0.269892,5.130409,5.128634,0.276134,0.276131,5.132253,5.129432,0.287236,0.279318,5.128656,5.129318,0.276689,0.271609,5.129494,5.128697
15000,64,512,0.502292,0.512593,5.129037,5.130840,0.507141,0.516214,5.129643,5.128282,0.529158,0.497672,5.129601,5.129020,0.511480,0.518167,5.135455,5.128703,0.521198,0.485376,5.129006,5.128824
15000,64,1024,0.827193,0.941902,5.129141,5.128705,0.842591,0.904195,5.129068,5.129115,0.856191,0.883775,5.128933,5.128790,0.888145,0.868601,5.128730,5.128913,0.946955,0.904397,5.130720,5.128991
15000,64,2048,1.606403,1.693680,5.128788,5.128435,1.590858,1.605232,5.149595,5.129352,1.596116,1.634994,5.129020,5.128767,1.582133,1.589307,5.129181,5.129637,1.572617,1.680724,5.129282,5.128166
15000,64,4096,2.350084,2.363353,5.133521,5.128679,2.356531,2.384512,5.129826,5.128623,2.365161,2.347745,5.129808,5.129232,2.453557,2.343609,5.137585,5.129231,2.416541,2.413193,5.129559,5.128852
30000,1,1,26.213232,26.398279,21.850789,21.890138,26.087821,26.091211,21.851992,21.881148,26.132365,26.174136,21.854057,21.867054,26.090362,26.158025,21.850016,21.846773,26.094997,26.101858,21.895588,21.848942
30000,1,10,26.110816,26.096936,21.855415,21.852524,26.093945,26.769384,21.848460,21.894045,26.098543,26.109711,21.852227,21.843138,26.232744,26.381257,21.858182,21.847025,26.194359,26.300312,21.851153,21.921350
30000,1,16,26.101813,26.427865,21.900415,21.848328,26.108571,26.420048,21.848471,21.892355,26.096599,26.264659,21.855552,21.847024,26.149803,26.100471,21.854003,21.867534,26.223161,26.088864,21.856100,21.817623
30000,1,32,26.092979,26.157124,21.860337,21.836338,26.111730,26.075632,21.887616,21.838039,26.083341,26.095738,21.845781,21.901857,26.133355,26.378211,21.846651,21.849960,26.164324,26.381316,21.867523,21.864602
30000,1,64,26.097134,26.439756,22.002484,21.848361,26.140035,26.416637,21.872935,21.845248,26.104846,26.093330,21.916664,21.845241,26.103627,26.391153,21.860184,21.885801,26.082435,26.240209,21.845429,21.846036
30000,1,128,26.128168,26.095891,21.846127,21.844630,26.090005,26.243131,21.850833,21.858417,26.113517,26.141559,21.887421,21.847779,26.083551,26.109694,21.857588,21.904053,26.083988,26.100468,21.870020,21.864732
30000,1,256,26.087058,26.085197,21.851339,21.833630,26.125304,26.091047,21.846169,21.825811,26.092399,26.228609,21.852082,21.843550,26.087667,26.108697,21.909035,21.841393,26.090717,26.878986,21.847631,21.893869
30000,1,512,26.088699,26.233315,21.850892,21.848732,26.165717,26.113784,21.843593,21.867170,26.125105,26.183562,21.848531,21.844988,26.116408,26.248662,21.851263,21.844281,26.203843,26.208352,21.889774,21.847216
30000,1,1024,26.093883,26.177268,21.849333,21.886840,26.096565,26.120634,21.848869,21.844552,26.210035,26.398083,21.845990,21.849865,26.095585,26.126388,21.851639,21.845462,26.124951,26.439592,21.850802,21.844785
30000,1,2048,26.090204,26.101116,21.886764,21.844349,26.096836,26.471888,21.846901,21.884874,26.087983,26.846964,21.856096,21.844077,26.149887,26.134210,21.877621,21.857353,26.094558,26.156254,21.845683,21.842776
30000,1,4096,26.118821,26.101675,21.889034,21.841950,26.094600,26.248598,21.845537,21.882517,26.098994,26.086363,21.852431,21.841323,26.139041,26.107569,21.851666,21.857568,26.141781,26.193259,21.848502,21.847636
30000,2,1,14.006964,14.083238,21.882579,21.854530,14.098944,14.145606,21.858909,21.847802,14.068043,14.185174,21.841351,21.842547,14.049507,14.119554,21.841259,21.888108,14.088737,14.196515,21.839819,21.846153
30000,2,10,14.066957,14.067189,21.850974,21.846585,14.057320,14.088712,21.846066,21.840119,14.049995,14.136750,21.840112,21.874302,14.090587,14.036372,21.863443,21.844601,14.114504,14.135162,21.840767,21.855505
30000,2,16,14.025223,14.254284,21.841339,21.841220,14.072478,14.163730,21.846063,21.870440,14.140067,14.161788,21.843212,21.839583,14.062925,14.132326,21.888827,21.841504,14.005253,14.052682,21.854770,21.842265
30000,2,32,14.236277,14.114080,21.837107,21.849381,14.059217,14.084701,21.881582,21.845974,14.053508,14.030334,21.844238,21.845761,14.017404,14.265919,21.848170,21.842000,14.029547,14.082166,21.842966,21.876417
30000,2,64,14.057108,14.143152,21.848362,21.954655,14.105733,14.164664,21.871266,21.843196,14.040406,14.116990,21.840762,21.842819,14.179088,14.095803,21.842151,21.839520,14.026162,14.246863,21.887450,21.840440
30000,2,128,14.191928,14.189122,21.842613,21.858597,14.049153,14.194927,21.840627,21.852135,14.173608,14.203260,21.841917,21.875178,14.026094,14.162851,21.838929,21.851546,14.022749,14.062604,21.887485,21.835751
30000,2,256,14.231285,14.313732,21.842921,21.847288,14.343909,14.158773,21.842027,21.834698,14.174018,14.171211,21.884706,21.837862,14.261016,14.110216,21.845299,21.841852,14.183665,14.293668,21.838249,22.285928
30000,2,512,14.250813,14.173405,21.845096,21.891355,14.280485,14.175001,21.864128,21.840418,14.299049,14.094390,21.883701,21.841706,14.281156,14.160310,21.845990,21.851805,14.383320,14.159470,21.843278,21.843092
30000,2,1024,14.056262,14.342025,21.870297,21.845025,14.135201,14.214910,21.842408,21.869031,14.072213,14.400099,21.836151,22.514022,14.216180,14.316365,21.842204,21.888758,14.074010,14.330926,21.843216,21.840333
30000,2,2048,15.407566,14.463517,21.870895,21.859921,15.358877,14.394606,21.848405,21.891998,15.405045,14.338017,21.842601,22.560616,15.360552,14.380526,21.875192,21.844362,15.403225,14.361276,21.854274,21.850683
30000,2,4096,14.910775,14.689916,21.841911,21.841250,14.939359,14.556407,21.875828,21.842260,14.829149,14.662207,21.854803,21.840620,14.894206,14.829312,21.844156,21.842413,14.878720,14.593745,21.850960,21.881262
30000,4,1,7.633044,7.670493,21.848535,21.837739,7.795929,7.807374,21.846245,21.856377,7.718127,7.863311,21.846560,21.844803,7.794304,7.994906,21.848282,21.878087,7.832719,8.031051,21.852373,21.845418
30000,4,10,7.790798,7.835825,21.879998,21.842806,7.852741,7.850738,21.843204,21.827761,7.639699,7.938108,21.911840,21.859322,7.660736,7.953407,21.850657,21.831126,7.604823,7.934265,21.879599,21.837880
30000,4,16,7.704065,7.745395,21.854844,21.859463,7.818567,7.903953,21.901986,21.841398,7.655175,7.800085,21.855306,21.841558,7.974276,7.899792,21.894826,21.839576,7.707553,7.976072,21.847492,21.820811
30000,4,32,7.987045,7.960842,21.845300,21.840411,7.803719,7.969011,21.841850,21.826920,7.787099,7.875841,21.843243,21.857481,7.784233,7.744167,21.841507,21.837616,7.822381,8.009135,21.838344,21.839493
30000,4,64,7.721575,7.649505,21.841599,21.872166,7.807558,7.860992,21.840844,21.816357,7.704554,7.932976,21.860057,21.854032,7.728640,8.040586,21.840070,21.816147,7.720697,7.831650,21.844245,21.867634
30000,4,128,7.914028,8.050523,21.841963,21.848960,7.745439,7.842366,21.846559,21.876514,7.996088,7.922819,21.840922,21.819547,7.744173,7.674440,21.840073,21.873958,7.862694,7.870849,21.838886,21.840691
30000,4,256,7.794844,8.143996,21.879975,21.839480,7.796524,7.666412,21.850876,21.835687,8.097381,7.893863,21.854580,21.835150,7.937794,7.905622,21.843021,22.562942,7.792148,8.171549,21.895128,21.838764
30000,4,512,7.740431,7.909091,21.844953,21.842723,7.962119,7.897323,21.890686,21.832277,7.998557,7.998048,21.858277,21.837792,7.947672,8.112397,21.843231,21.843476,7.961767,7.974381,21.840540,21.865484
30000,4,1024,8.269915,8.505655,21.840680,21.862316,8.279584,8.283357,21.840312,21.842304,8.419127,8.374491,21.837108,21.824749,8.345690,8.304824,21.845873,21.851470,8.115029,8.419722,21.848039,21.815887
30000,4,2048,8.158941,8.493053,21.860181,21.867052,8.374881,8.481508,21.846046,21.813021,8.094767,8.488757,21.847656,21.888345,8.287928,8.397487,21.840742,21.833840,8.206860,8.614700,21.840942,21.874126
30000,4,4096,10.841778,9.931362,21.835327,21.846179,10.875941,10.050127,21.888978,21.833986,11.096491,9.812941,21.845454,21.845605,10.925305,9.892128,21.841082,21.842677,10.928040,9.956295,21.836036,22.447302
30000,8,1,4.164660,4.156884,21.834949,21.813689,4.156775,4.149439,21.862473,21.835913,4.155679,4.152349,21.879235,21.814272,4.159990,4.147498,21.833759,21.843754,4.150096,4.150039,21.866933,21.834364
30000,8,10,4.158535,4.154681,21.834911,21.818162,4.173383,4.157338,21.870037,21.813697,4.154165,4.165270,21.816242,21.812961,4.158943,4.155571,21.837103,21.871983,4.161678,4.183331,21.812722,21.831726
30000,8,16,4.164368,4.164245,21.813738,21.866071,4.167286,4.168961,21.834456,21.835110,4.155843,4.165674,21.837946,22.148288,4.159864,4.176552,21.818477,21.820793,4.159597,4.164397,21.844162,21.824355
30000,8,32,4.183609,4.169568,21.875898,21.821814,4.181321,4.177048,21.848650,21.837124,4.188904,4.177851,21.877884,21.836126,4.182794,4.183519,21.840268,21.833001,4.188330,4.187937,21.855689,21.868017
30000,8,64,4.196565,4.198343,21.835613,21.838112,4.190617,4.198554,21.837674,21.896486,4.197777,4.211814,21.854734,21.879216,4.198835,4.190720,21.813603,21.832525,4.202523,4.212239,21.835389,21.833110
30000,8,128,4.187532,4.250536,21.834678,21.873836,4.200119,4.253403,21.860532,21.818758,4.195200,4.264255,21.835262,21.823347,4.181410,4.249638,21.889850,21.813810,4.190944,4.252072,21.863479,21.812475
30000,8,256,4.465141,4.383976,21.885350,21.934383,4.453656,4.366477,21.862256,21.814827,4.447020,4.366109,21.838244,21.959793,4.455321,4.361478,21.812296,21.836156,4.451203,4.362764,21.840905,21.864017
30000,8,512,4.507887,4.524334,21.834138,21.834128,4.532195,4.518070,21.838788,21.820162,4.508787,4.570804,21.834251,22.151568,4.504491,4.534559,21.842117,21.837832,4.505082,4.524348,21.861555,21.838957
30000,8,1024,4.631181,5.024085,21.842351,21.814857,4.579902,5.025463,21.891388,21.832881,4.615340,5.026082,21.817885,21.835546,4.596739,5.026782,21.901605,21.813066,4.637743,5.035311,21.843249,21.840054
